	AntonymCount	BigramCount	HypernymCount	HyponymCount	IDFUnigramCount	Label	LemmaCount	LevenshteinEditDistance	NegativeSimilarity	PositiveSimilarity	Question	QuestionID	QuestionType	Sentence	SentenceID	SynonymCount	TrigramCount	Type	UnigramCount
2695	0	0	0	0	0	0	0	15	0.28217257	0.171221813	what kind of earthquake was haiti	Q996	ENTY	many countries responded to appeals for humanitarian aid  pledging funds and dispatching rescue and medical teams engineers and support personnel	D961-11	0	0	train	0
2696	0	0	0	0	1.504077397	0	1	27	0.476840042	0.411276189	what kind of earthquake was haiti	Q996	ENTY	communication systems air land and sea transport facilities hospitals and electrical networks had been damaged by the earthquake which hampered rescue and aid efforts confusion over who was in charge air traffic congestion and problems with prioritisation of flights further complicated early relief work	D961-12	0	0	train	1
2697	0	0	0	0	0	0	0	6	0.464314883	0.36675676	what kind of earthquake was haiti	Q996	ENTY	portauprinces morgues were overwhelmed with tens of thousands of bodies	D961-13	0	0	train	0
2698	0	0	0	0	0	0	0	3	0.421642943	0.314218194	what kind of earthquake was haiti	Q996	ENTY	these had to be buried in mass graves 	D961-14	0	0	train	0
2699	0	0	0	0	0	0	0	8	0.393029124	0.314082765	what kind of earthquake was haiti	Q996	ENTY	as rescues tailed off supplies medical care and sanitation became priorities	D961-15	0	0	train	0
2700	0	0	0	0	0	0	0	13	0.644673529	0.463963464	what kind of earthquake was haiti	Q996	ENTY	delays in aid distribution led to angry appeals from aid workers and survivors and looting and sporadic violence were observed	D961-16	0	0	train	0
2701	0	0	0	0	0	0	0	19	0.416393414	0.509924182	what kind of earthquake was haiti	Q996	ENTY	on 22 january the united nations noted that the emergency phase of the relief operation was drawing to a close and on the following day the haitian government officially called off the search for survivors	D961-17	0	0	train	0
2702	0	0	0	0	2.598565968	0	2	33	0.23687607	0.308226103	what kind of horse was mr ed	Q997	ENTY	mister ed is a fictional talking horse  originally appearing in short stories by walter r brooks  and later in an american television situation comedy produced by filmways that first aired in syndication from january 5 to july 2 1961 and then on cbs from october 1 1961 to february 6 1966	D962-0	-1	0	train	2
2703	0	0	0	1	2.598565968	1	2	34	0.473496221	0.390736759	what kind of horse was mr ed	Q997	ENTY	the stars of the show were mister ed a palomino horse who could talk played by gelding bamboo harvester and voiced by former western star allan lane who went uncredited for the entire length of the series and his owner an eccentric and enormously klutzy  yet friendly architect named wilbur post  alan young 	D962-1	-1	0	train	2
2704	0	0	0	0	1.299282984	0	1	13	0.585670639	0.673104524	what kind of horse was mr ed	Q997	ENTY	much of the programs humor stemmed from the fact mister ed would speak only to wilbur as well as eds notoriety as a troublemaker	D962-2	-1	0	train	1
2705	0	0	0	0	0	0	0	11	0.527626513	0.418476966	what kind of horse was mr ed	Q997	ENTY	other running jokes centered on wilburs character being a huge klutz and inadvertently causing harm to himself or others	D962-3	0	0	train	0
2706	0	0	0	1	1.299282984	0	1	15	0.429749918	0.316817536	what kind of horse was mr ed	Q997	ENTY	according to the shows producer arthur lubin  young was chosen as the lead character because he just seemed like the sort of guy a horse would talk to	D962-4	1	0	train	1
2707	0	0	0	0	0	0	0	13	0.509247384	0.505399653	what kind of horse was mr ed	Q997	ENTY	lubin a friend of mae west  scored a coup by persuading the screen icon to guest star in one episode	D962-5	0	0	train	0
2708	0	0	0	0	0	0	0	12	0.279962398	0.365933054	what kind of horse was mr ed	Q997	ENTY	in the united states reruns aired on nick at nite from march 3 1986 to february 1 1993	D962-6	0	0	train	0
2709	0	0	0	0	0	0	0	9	0.499902437	0.463928341	what kind of horse was mr ed	Q997	ENTY	sister station tv land also reran the show from 1996–98 and again from 200306	D962-7	0	0	train	0
2710	0	0	0	0	0	0	0	12	0.388912411	0.370244062	what kind of horse was mr ed	Q997	ENTY	the series is currently broadcast every morning on this tv  along with highway patrol  and the patty duke show 	D962-8	0	0	train	0
2711	0	0	0	0	0	0	0	6	0.551451793	0.619753244	what kind of horse was mr ed	Q997	ENTY	it is also currently broadcast on hallmark movie channel 	D962-9	0	0	train	0
2712	0	0	0	0	0	0	0	9	0.47594152	0.446818747	what kind of horse was mr ed	Q997	ENTY	as of january 1 2011 the first two seasons of the show are available on hulu	D962-10	0	0	train	0
2713	0	0	0	0	0.510825624	1	1	18	0.619481729	0.638873585	what does rapture meaning in a theological sense	Q998	DESC	the rapture is a term in christian eschatology which refers to the being caught up discussed in 1 thessalonians 417 when the dead in christ and we who are alive and remain will be caught up in the clouds to meet the lord in the air	D963-0	0	0	train	1
2714	0	0	0	0	0.510825624	0	1	5	0.463958152	0.466631814	what does rapture meaning in a theological sense	Q998	DESC	the term rapture is used in at least two senses	D963-1	0	0	train	1
2715	0	0	0	0	0	0	0	14	0.536689023	0.550794279	what does rapture meaning in a theological sense	Q998	DESC	in the pretribulation view a group of people will be left behind on earth after another group literally leaves to meet the lord in the air	D963-2	0	0	train	0
2716	0	0	0	0	0	0	0	9	0.425755281	0.379966803	what does rapture meaning in a theological sense	Q998	DESC	this is now the most common use of the term especially among fundamentalist christians and in the united states	D963-3	0	0	train	0
2717	0	0	0	0	0.510825624	0	1	22	0.468284739	0.516268854	what does rapture meaning in a theological sense	Q998	DESC	the other older use of the term rapture is simply as a synonym for the final resurrection generally without a belief that a group of people is left behind on earth for an extended tribulation period after the events of 1 thessalonians 417	D963-4	0	0	train	1
2718	0	0	0	1	2.120263536	0	2	18	0.715213535	0.673924626	what does rapture meaning in a theological sense	Q998	DESC	this distinction is important as some types of christianity never refer to the rapture in religious education but might use the older and more general sense of the word rapture in referring to what happens during the final resurrection	D963-5	0	0	train	2
2719	0	0	0	0	0	0	0	24	0.562736541	0.423274011	what does rapture meaning in a theological sense	Q998	DESC	there are many views among christians regarding the timing of christs return including whether it will occur in one event or two and various views regarding the destination of the aerial gathering described in 1 thessalonians 4	D963-6	0	0	train	0
2720	0	1	0	1	2.120263536	0	2	18	0.410115778	0.378810745	what does rapture meaning in a theological sense	Q998	DESC	denominations such as roman catholics  orthodox christians  lutheran christians and reformed christians believe in a rapture only in the sense of a general final resurrection when christ returns a single time	D963-7	0	0	train	2
2721	0	0	0	0	0	0	0	13	0.431054047	0.423491445	what does rapture meaning in a theological sense	Q998	DESC	they do not believe that a group of people is left behind on earth for an extended tribulation period after the events of 1 thessalonians 417	D963-8	0	0	train	0
2722	0	0	0	1	0.510825624	0	1	20	0.195722748	0.14682935	what does rapture meaning in a theological sense	Q998	DESC	pretribulation rapture theology was developed in the 1830s by john nelson darby and the plymouth brethren  and popularized in the united states in the early 20th century by the wide circulation of the scofield reference bible 	D963-9	0	0	train	1
2723	0	0	0	0	0	1	1	12	0.448052681	0.429542186	who does chris humphries play for	Q999	HUM	kris nathan humphries born february 6 1985 is an american professional basketball player with the brooklyn nets 	D964-0	-1	0	train	1
2724	0	0	0	0	3.753417975	0	2	18	0.412063107	0.521725623	what are corporation balance	Q1002	DESC	in financial accounting  a balance sheet or statement of financial position is a summary of the financial balances of a sole proprietorship  a business partnership  a corporation or other business organization such as an llc or an llp 	D967-0	0	0	train	2
2725	0	0	0	0	0	0	0	10	0.474259719	0.56749337	what are corporation balance	Q1002	DESC	assets  liabilities and ownership equity are listed as of a specific date such as the end of its financial year 	D967-1	0	0	train	0
2726	0	0	0	0	0.980829253	1	1	8	0.382203029	0.504585265	what are corporation balance	Q1002	DESC	a balance sheet is often described as a snapshot of a companys financial condition	D967-2	0	0	train	1
2727	0	0	0	0	0.980829253	0	1	13	0.547156378	0.564592477	what are corporation balance	Q1002	DESC	of the four basic financial statements  the balance sheet is the only statement which applies to a single point in time of a business calendar year	D967-3	0	0	train	1
2728	0	0	1	0	0.980829253	0	1	9	0.525639422	0.491458907	what are corporation balance	Q1002	DESC	a standard company balance sheet has three parts assets liabilities and ownership equity	D967-4	0	0	train	1
2729	0	0	0	0	0	0	0	9	0.486631772	0.346700935	what are corporation balance	Q1002	DESC	the main categories of assets are usually listed first and typically in order of liquidity 	D967-5	0	0	train	0
2730	0	0	0	0	0	0	0	3	0.420755227	0.399408164	what are corporation balance	Q1002	DESC	assets are followed by the liabilities	D967-6	0	0	train	0
2731	0	0	1	0	0	0	0	21	0.569419434	0.585714423	what are corporation balance	Q1002	DESC	the difference between the assets and the liabilities is known as equity or the net assets or the net worth or capital of the company and according to the accounting equation  net worth must equal assets minus liabilities	D967-7	0	0	train	0
2732	0	0	0	0	0	0	0	10	0.489212497	0.479465633	what are corporation balance	Q1002	DESC	another way to look at the same equation is that assets equals liabilities plus owners equity	D967-8	0	0	train	0
2733	0	0	0	0	0	0	0	15	0.425724891	0.40699008	what are corporation balance	Q1002	DESC	looking at the equation in this way shows how assets were financed either by borrowing money liability or by using the owners money owners equity	D967-9	0	0	train	0
2734	0	0	0	0	0.980829253	0	1	14	0.381955623	0.274808519	what are corporation balance	Q1002	DESC	balance sheets are usually presented with assets in one section and liabilities and net worth in the other section with the two sections balancing	D967-10	0	0	train	1
2735	0	0	0	0	0.980829253	0	1	14	0.592081654	0.598214786	what are corporation balance	Q1002	DESC	a business operating entirely in cash can measure its profits by withdrawing the entire bank balance at the end of the period plus any cash in hand	D967-11	0	0	train	1
2736	0	0	0	0	0	0	0	11	0.310187346	0.232325525	what are corporation balance	Q1002	DESC	however many businesses are not paid immediately they build up inventories of goods and they acquire buildings and equipment	D967-12	0	0	train	0
2737	0	0	0	0	0	0	0	10	0.379229747	0.321697885	what are corporation balance	Q1002	DESC	in other words businesses have assets and so they cannot even if they want to immediately turn these into cash at the end of each period	D967-13	0	0	train	0
2738	0	0	0	0	0	0	0	14	0.410209422	0.427885779	what are corporation balance	Q1002	DESC	often these businesses owe money to suppliers and to tax authorities and the proprietors do not withdraw all their original capital and profits at the end of each period	D967-14	0	0	train	0
2739	0	0	0	0	0	0	0	4	0.343512666	0.205693358	what are corporation balance	Q1002	DESC	in other words businesses also have liabilities 	D967-15	0	0	train	0
2740	0	1	0	0	1.098612289	1	2	14	0.386531495	0.537617885	what is 17 hmr caliber	Q1003	ENTY	17 hornady magnum rimfire commonly known as the 17 hmr is a rimfire rifle cartridge developed by the ammunition company hornady in 2002	D968-0	-1	0	train	2
2741	0	0	0	0	1.098612289	0	2	18	0.507067391	0.57237117	what is 17 hmr caliber	Q1003	ENTY	it descended from the 22 magnum by necking down the 22 magnum case to take a 17 caliber 45 mm bullet and it is more costly to shoot than traditional 22 caliber rimfire cartridges	D968-1	0	0	train	2
2742	0	0	0	0	0	0	1	14	0.513159523	0.623943917	what is 17 hmr caliber	Q1003	ENTY	commonly loaded with a 17 grain 11 g bullet it can deliver muzzle velocities in excess of 2550 fts 775 ms	D968-2	0	0	train	1
2743	0	2	1	0	3.55653783	0	2	32	0.48106729	0.446839276	what made the civil war different from others	Q1007	ENTY	the american civil war acw also known as the war between the states or simply the civil war see naming  was a civil war fought from 1861 to 1865 between the united states the union or the north and several southern slave states that declared their secession and formed the confederate states of america the confederacy or the south	D359-0	0	1	train	2
2744	0	0	0	0	1.287854288	0	1	9	0.395142655	0.287050114	what made the civil war different from others	Q1007	ENTY	the war had its origin in the issue of slavery  especially the extension of slavery into the western territories	D359-1	0	0	train	1
2745	0	0	0	0	0	0	0	5	0.224082558	0.110685388	what made the civil war different from others	Q1007	ENTY	foreign powers did not intervene	D359-2	0	0	train	0
2746	0	0	0	0	0	0	0	27	0.459509134	0.335624048	what made the civil war different from others	Q1007	ENTY	after four years of bloody combat that left over 600000 soldiers dead and destroyed much of the souths infrastructure the confederacy collapsed slavery was abolished and the difficult reconstruction process of restoring national unity and guaranteeing rights to the freed slaves began	D359-3	0	0	train	0
2747	0	0	0	0	0	0	0	13	0.456443946	0.359850984	what made the civil war different from others	Q1007	ENTY	in the 1860 presidential election  republicans led by abraham lincoln  opposed expanding slavery into united states territories 	D359-4	0	0	train	0
2748	0	0	0	0	0	0	0	12	0.463581577	0.363918694	what made the civil war different from others	Q1007	ENTY	lincoln won but before his inauguration on march 4 1861 seven cottonbased slave states formed the confederacy	D359-5	0	0	train	0
2749	0	0	0	0	0	0	0	10	0.233013928	0.19561181	what made the civil war different from others	Q1007	ENTY	outgoing democratic president james buchanan and the incoming republicans rejected secession as illegal	D359-6	0	0	train	0
2750	0	1	0	1	3.55653783	0	2	9	0.484409189	0.351263709	what made the civil war different from others	Q1007	ENTY	lincolns inaugural address declared his administration would not initiate civil war	D359-7	0	0	train	2
2751	0	0	0	0	0	0	0	8	0.570314841	0.479113092	what made the civil war different from others	Q1007	ENTY	eight remaining slave states continued to reject calls for secession	D359-8	0	0	train	0
2752	0	0	0	1	0	0	0	10	0.418744525	0.32485703	what made the civil war different from others	Q1007	ENTY	confederate forces seized numerous federal forts within territory claimed by the confederacy	D359-9	0	0	train	0
2753	1	0	0	1	1.287854288	0	1	8	0.508226111	0.391895936	what made the civil war different from others	Q1007	ENTY	a peace conference failed to find a compromise and both sides prepared for war	D359-10	0	0	train	1
2754	0	0	0	0	0	0	0	16	0.335667567	0.23355552	what made the civil war different from others	Q1007	ENTY	the confederates assumed that european countries were so dependent on  king cotton  that they would intervene none did and none recognized the new confederate states of america	D359-11	0	0	train	0
2755	0	0	1	1	0	0	0	18	0.417701629	0.361177861	what made the civil war different from others	Q1007	ENTY	hostilities began on april 12 1861 when confederate forces fired upon fort sumter  a key fort held by union troops in south carolina	D359-12	0	0	train	0
2756	0	0	1	0	0	0	0	16	0.480827951	0.354251803	what made the civil war different from others	Q1007	ENTY	lincoln called for each state to provide troops to retake the fort consequently four more slave states joined the confederacy bringing their total to eleven	D359-13	0	0	train	0
2757	0	0	0	0	0	0	0	11	0.466002223	0.386952048	what made the civil war different from others	Q1007	ENTY	the union soon controlled the border states and established a naval blockade that crippled the southern economy	D359-14	0	0	train	0
2758	0	0	0	0	0	0	0	5	0.437451222	0.331779405	what made the civil war different from others	Q1007	ENTY	the eastern theater was inconclusive in 1861–62	D359-15	0	0	train	0
2759	0	0	1	0	0	0	0	15	0.384221731	0.277306773	what made the civil war different from others	Q1007	ENTY	the autumn 1862 confederate campaign into maryland a union state ended with confederate retreat at the battle of antietam  dissuading british intervention	D359-16	0	0	train	0
2760	0	0	0	0	4.655150118	0	2	8	0.44390481	0.34549833	what made the civil war different from others	Q1007	ENTY	lincoln issued the emancipation proclamation  which made ending slavery a war goal	D359-17	0	0	train	2
2761	0	0	0	0	0	0	0	18	0.39009435	0.282841237	what made the civil war different from others	Q1007	ENTY	to the west by summer 1862 the union destroyed the confederate river navy then much of their western armies and the union at vicksburg split the confederacy in two at the mississippi river	D359-18	0	0	train	0
2762	0	0	1	0	0	0	0	10	0.475389944	0.372998559	what made the civil war different from others	Q1007	ENTY	in 1863 robert e lees confederate incursion north ended at the battle of gettysburg 	D359-19	0	0	train	0
2763	0	0	0	0	0	0	0	9	0.423978405	0.310876401	what made the civil war different from others	Q1007	ENTY	western successes led to ulysses s grant command of all union armies in 1864	D359-20	0	0	train	0
2764	0	0	0	0	0	0	0	15	0.460494021	0.367138838	what made the civil war different from others	Q1007	ENTY	in the western theater william t sherman drove east to capture atlanta and marched to the sea  destroying confederate infrastructure along the way	D359-21	0	0	train	0
2765	0	0	1	0	0	0	0	18	0.397384829	0.289832034	what made the civil war different from others	Q1007	ENTY	the union marshaled the resources and manpower to attack the confederacy from all directions and could afford to fight battles of attrition through the overland campaign towards richmond the confederate capital	D359-22	0	0	train	0
2766	0	0	0	0	0	0	0	14	0.429196254	0.346930399	what made the civil war different from others	Q1007	ENTY	the defending confederate army failed leading to lees surrender to grant at appomattox court house on april 9 1865	D359-23	0	0	train	0
2767	0	1	0	0	3.55653783	0	2	6	0.443538489	0.379171888	what made the civil war different from others	Q1007	ENTY	the american civil war was one of the earliest true industrial wars 	D359-24	0	0	train	2
2768	0	0	0	0	0	0	0	7	0.708751491	0.529024847	what made the civil war different from others	Q1007	ENTY	railroads the telegraph steamships and massproduced weapons were employed extensively	D359-25	0	0	train	0
2769	0	0	0	0	1.287854288	0	1	12	0.525010678	0.458330119	what made the civil war different from others	Q1007	ENTY	the mobilization of civilian factories mines shipyards banks transportation and food supplies all foreshadowed world war i 	D359-26	0	0	train	1
2770	0	0	1	0	1.287854288	1	1	13	0.267408444	0.361860537	what made the civil war different from others	Q1007	ENTY	it remains the deadliest war in american history  resulting in the deaths of an estimated 750000 soldiers and an undetermined number of civilian casualties	D359-27	0	0	train	1
2771	0	0	1	0	0	0	0	20	0.199050421	0.124863054	what made the civil war different from others	Q1007	ENTY	historian john huddleston estimates the death toll at ten percent of all northern males 20–45 years old and 30 percent of all southern white males aged 18–40	D359-28	0	0	train	0
2772	0	1	0	1	3.583518938	0	3	8	0.500284774	0.373240851	where to buy potato bread made without wheat	Q1008	LOC	potato bread is a form of bread in which potato replaces a portion of the regular wheat flour 	D972-0	1	0	train	3
2773	0	0	0	0	0	0	0	9	0.421605727	0.243903266	where to buy potato bread made without wheat	Q1008	LOC	it is cooked in a variety of methods including by baking it on a hot griddle or pan or in an oven	D972-1	0	0	train	0
2774	0	0	0	0	0	0	0	7	0.336966521	0.151417063	where to buy potato bread made without wheat	Q1008	LOC	it may be leavened or unleavened and may have a variety of other ingredients baked into it	D972-2	0	0	train	0
2775	0	0	0	0	1.791759469	0	2	13	0.408320892	0.228782914	where to buy potato bread made without wheat	Q1008	LOC	the ratio of potato to wheat flour varies significantly from recipe to recipe with some recipes having a majority of potato and others having a majority of wheat flour	D972-3	0	0	train	2
2776	0	0	0	0	0.693147181	0	1	8	0.286791178	0.116129504	where to buy potato bread made without wheat	Q1008	LOC	some recipes call for mashed potatoes with others calling for dehydrated potato flakes	D972-4	0	0	train	1
2777	0	0	0	0	0	1	0	11	0.392717145	0.260179751	where to buy potato bread made without wheat	Q1008	LOC	it is available as a commercial product in many countries with similar variations in ingredients cooking method and other variables	D972-5	0	0	train	0
2778	0	0	0	0	1.098612289	0	1	14	0.268522498	0.233145718	what year was the 8 track invented	Q1010	NUM	stereo 8 commonly known as the eighttrack cartridge eighttrack tape or simply eighttrack is a magnetic tape sound recording technology	D974-0	0	0	train	1
2779	0	0	0	0	0	0	0	11	0.484076081	0.430850043	what year was the 8 track invented	Q1010	NUM	it was popular in the united states from the mid1960s through to the early 1980s but was relatively unknown in many european countries	D974-1	0	0	train	0
2780	0	0	1	0	0	0	0	5	0.497274446	0.381182725	what year was the 8 track invented	Q1010	NUM	it was however very popular in the united kingdom during this period	D974-2	0	0	train	0
2781	0	0	0	1	1.098612289	1	1	22	0.496136587	0.694652587	what year was the 8 track invented	Q1010	NUM	stereo 8 was created in 1964 by a consortium led by bill lear of lear jet corporation along with ampex  ford motor company  general motors  motorola  and rca victor records rca	D974-3	0	0	train	1
2782	0	0	0	0	0	0	0	9	0.338554941	0.267834953	what year was the 8 track invented	Q1010	NUM	it was a further development of the similar stereopak fourtrack cartridge created by earl madman muntz 	D974-4	0	0	train	0
2783	0	0	0	0	0	0	0	14	0.446981599	0.502296684	what year was the 8 track invented	Q1010	NUM	a later quadraphonic version of the format was announced by rca in april 1970 and first known as quad8 then later changed to just q8	D974-5	0	0	train	0
2784	0	1	0	0	3.583518938	0	2	17	0.433642114	0.449667019	who killed julius caesar	Q1014	HUM	gaius julius caesar  july 100 bc – 15 march 44 bc was a roman general  statesman  consul and notable author of latin prose	D978-0	-2	0	train	2
2785	0	0	0	0	0	0	0	11	0.31997827	0.241896502	who killed julius caesar	Q1014	HUM	he played a critical role in the events that led to the demise of the roman republic and the rise of the roman empire 	D978-1	0	0	train	0
2786	0	0	0	0	0.693147181	0	1	12	0.39573385	0.313404335	who killed julius caesar	Q1014	HUM	in 60 bc caesar crassus and pompey formed a political alliance that was to dominate roman politics for several years	D978-2	-1	0	train	1
2787	0	0	0	0	0	0	0	17	0.437502423	0.321848765	who killed julius caesar	Q1014	HUM	their attempts to amass power through populist tactics were opposed by the conservative elite within the roman senate  among them cato the younger with the frequent support of cicero 	D978-3	0	0	train	0
2788	0	0	0	0	0	0	1	12	0.33109913	0.419464113	who killed julius caesar	Q1014	HUM	caesars conquest of gaul  completed by 51 bc extended romes territory to the english channel and the rhine 	D978-4	-1	0	train	0
2789	0	0	0	0	0.693147181	0	1	14	0.397982271	0.365498611	who killed julius caesar	Q1014	HUM	caesar became the first roman general to cross both when he built a bridge across the rhine and conducted the first invasion of britain 	D978-5	-1	0	train	1
2790	0	0	0	0	0	0	0	15	0.407802792	0.321224809	who killed julius caesar	Q1014	HUM	these achievements granted him unmatched military power and threatened to eclipse the standing of pompey who had realigned himself with the senate after the death of crassus in 53 bc	D978-6	0	0	train	0
2791	0	0	0	0	0.693147181	0	1	10	0.446983484	0.306592269	who killed julius caesar	Q1014	HUM	with the gallic wars concluded the senate ordered caesar to lay down his military command and return to rome	D978-7	-1	0	train	1
2792	0	0	0	0	0.693147181	0	1	16	0.384426738	0.310176159	who killed julius caesar	Q1014	HUM	caesar refused and marked his defiance in 49 bc by crossing the rubicon with a legion  leaving his province and illegally entering roman territory under arms	D978-8	-1	0	train	1
2793	0	0	0	0	0	0	0	7	0.485432282	0.469530388	who killed julius caesar	Q1014	HUM	civil war resulted from which he emerged as the unrivaled leader of rome	D978-9	0	0	train	0
2794	0	0	0	0	0.693147181	0	1	12	0.344782488	0.323118042	who killed julius caesar	Q1014	HUM	after assuming control of government caesar began a program of social and governmental reforms including the creation of the julian calendar 	D978-10	-1	0	train	1
2795	0	0	0	0	0	0	0	7	0.477011361	0.49032593	who killed julius caesar	Q1014	HUM	he centralised the bureaucracy of the republic and was eventually proclaimed dictator in perpetuity	D978-11	0	0	train	0
2796	0	0	0	0	0.693147181	1	1	17	0.581157102	0.509346947	who killed julius caesar	Q1014	HUM	but the underlying political conflicts had not been resolved and on the ides of march 15 march 44 bc caesar was assassinated by a group of senators led by marcus junius brutus 	D978-12	-1	0	train	1
2797	0	0	0	0	0	0	0	10	0.469022278	0.433975828	who killed julius caesar	Q1014	HUM	a new series of civil wars broke out and the constitutional government of the republic was never restored	D978-13	0	0	train	0
2798	0	0	0	0	0	0	1	14	0.474626489	0.424745174	who killed julius caesar	Q1014	HUM	caesars adopted heir octavian later known as augustus  rose to sole power and the era of the roman empire began	D978-14	-1	0	train	0
2799	0	0	0	0	0	0	1	16	0.468360962	0.375137576	who killed julius caesar	Q1014	HUM	much of caesars life is known from his own accounts of his military campaigns and from other contemporary sources mainly the letters and speeches of cicero and the historical writings of sallust 	D978-15	-1	0	train	0
2800	0	0	0	0	0.693147181	0	1	7	0.377098675	0.573498149	who killed julius caesar	Q1014	HUM	the later biographies of caesar by suetonius and plutarch are also major sources	D978-16	-1	0	train	1
2801	0	0	0	0	0.693147181	0	1	7	0.511681731	0.421977422	who killed julius caesar	Q1014	HUM	caesar is deemed to be one of the greatest military commanders of history 	D978-17	-1	0	train	1
2802	0	1	0	0	0.693147181	0	1	4	0.778004525	0.752955767	what are  the  official languages of nigeria	Q1015	DESC	linguistic map of nigeria cameroon and benin	D979-0	-1	0	train	1
2803	0	0	0	0	0	0	0	5	0.283861766	0.277960014	what are  the  official languages of nigeria	Q1015	DESC	sign in english outside the university of lagos	D979-1	0	0	train	0
2804	0	0	0	0	1.386294361	0	2	2	0.3813584	0.296733109	what are  the  official languages of nigeria	Q1015	DESC	there are hundreds of languages spoken in nigeria	D979-2	-1	0	train	2
2805	0	0	0	0	0.693147181	0	1	8	0.435328307	0.381045577	what are  the  official languages of nigeria	Q1015	DESC	the major languages are yoruba  hausa  igbo  edo  fulfulde  kanuri  and ibibio 	D979-3	0	0	train	1
2806	0	2	0	0	2.772588722	1	3	10	0.241998917	0.259017319	what are  the  official languages of nigeria	Q1015	DESC	the official language of nigeria english  the former colonial language was chosen to facilitate the cultural and linguistic unity of the country	D979-4	-1	0	train	2
2807	0	0	0	0	0	0	0	17	0.326597111	0.313062369	what are  the  official languages of nigeria	Q1015	DESC	english however remains an exclusive preserve of the countrys urban elite and is not widely spoken in rural areas which comprise three quarters of the countries population	D979-5	0	0	train	0
2808	0	0	0	0	0.693147181	0	2	14	0.297890402	0.304127613	what are  the  official languages of nigeria	Q1015	DESC	nigerias linguistic diversity is a microcosm of africa as a whole encompassing three major african languages families  afroasiatic  nilosaharan  and niger–congo 	D979-6	-1	0	train	1
2809	0	0	0	0	1.386294361	0	2	18	0.469779785	0.511714922	what are  the  official languages of nigeria	Q1015	DESC	nigeria also has several asyet unclassified languages such as cen tuum  which may represent a relic of an even greater diversity prior to the spread of the current language families	D979-7	-1	0	train	2
2810	0	3	0	0	3.465735903	0	4	6	0.528581907	0.605128993	who played guitar on the kiss album creatures of the night	Q1020	HUM	creatures of the night is the tenth studio album by kiss 	D983-0	0	2	train	4
2811	0	0	0	0	0	0	1	10	0.475030116	0.420077771	who played guitar on the kiss album creatures of the night	Q1020	HUM	it is the bands last album for casablanca records  the only label the group had ever recorded for at that point	D983-1	0	0	train	1
2812	0	0	0	0	0.693147181	0	2	13	0.59759967	0.530104641	who played guitar on the kiss album creatures of the night	Q1020	HUM	the album was dedicated to the memory of casablanca founder and early kiss supporter neil bogart  who had died of cancer during the recording sessions	D983-2	0	0	train	2
2813	0	2	0	1	0	1	1	30	0.650733861	0.710511733	who played guitar on the kiss album creatures of the night	Q1020	HUM	it is also the bands last album recorded with ace frehley credited as an official member until 1998s psycho circus  and its first album with vinnie vincent as the initially uncredited lead guitarist vincent would later be credited but not featured pictorially on the cover of 1985s reissue of the album 	D983-3	0	0	train	1
2814	0	0	0	0	0	0	0	3	0.650733861	0.710511733	who wrote white christmas	Q1024	HUM	thumb	D987-0	0	0	train	0
2815	0	1	0	0	3.891820298	1	2	8	0.315207126	0.54701302	who wrote white christmas	Q1024	HUM	white christmas is an irving berlin song reminiscing about an oldfashioned christmas setting 	D987-1	-1	0	train	2
2816	0	0	1	1	0	0	0	19	0.408872735	0.299991448	who wrote white christmas	Q1024	HUM	according to the guinness book of world records  the version sung by bing crosby is the bestselling single of all time with estimated sales in excess of 50 million copies worldwide	D987-2	0	0	train	0
2817	0	0	0	0	0.84729786	0	1	5	0.62414299	0.553924631	who wrote white christmas	Q1024	HUM	accounts vary as to when and where berlin wrote the song	D987-3	-1	0	train	1
2818	0	0	0	0	0.84729786	0	1	26	0.697866256	0.732215955	who wrote white christmas	Q1024	HUM	one story is that he wrote it in 1940  in warm la quinta california  while staying at the la quinta hotel a frequent hollywood retreat also favored by writerproducer frank capra  although the arizona biltmore also claims the song was written there	D987-4	-1	0	train	1
2819	0	0	0	0	0	0	0	11	0.504798177	0.375283241	who wrote white christmas	Q1024	HUM	he often stayed up all night writing — he told his secretary grab your pen and take down this song	D987-5	1	0	train	0
2820	0	0	0	0	0.84729786	0	1	13	0.407854383	0.383849162	who wrote white christmas	Q1024	HUM	i just wrote the best song ive ever written — heck i just wrote the best song that anybodys ever written	D987-6	-1	0	train	1
2821	0	0	1	0	0.223143551	0	1	15	0.568737737	0.615024488	what are the different types of cross country skiing	Q1025	DESC	crosscountry skiing or xc skiing is a form of ski touring in which participants propel themselves across snowcovered terrain using skis and poles 	D988-0	0	0	train	1
2822	0	0	0	0	0	0	0	11	0.415790541	0.403761165	what are the different types of cross country skiing	Q1025	DESC	the activity is popular in many places with large snowfields primarily northern europe  canada  and alaska 	D988-1	0	0	train	0
2823	0	0	1	0	0.223143551	1	1	27	0.328482406	0.317465445	what are the different types of cross country skiing	Q1025	DESC	crosscountry skiing is part of the nordic skiing sport family which includes ski jumping  nordic combined crosscountry skiing and ski jumping biathlon skiing and rifle marksmanship  and skiorienteering which includes map navigation along snow trails and tracks	D988-2	1	0	train	1
2824	0	0	0	0	0.223143551	0	1	10	0.601396099	0.535143031	what are the different types of cross country skiing	Q1025	DESC	crosscountry skiing is the modern style of skiing that most resembles prehistoric skiing  particularly when done in the backcountry 	D988-3	0	0	train	1
