	BigramCount	IDFUnigramCount	Label	LemmaCount	Question	QuestionID	Sentence	SentenceID	TrigramCount	Type	UnigramCount
1124	1.0	3.0040310763686864	1.0	2.0	how was the moon formed	Q433	the moon is thought to have formed nearly 45 billion years ago not long after the earth	D428-12	0.0	train	2.0
1125	2.0	3.0040310763686864	1.0	2.0	how was the moon formed	Q433	although there have been several hypotheses for its origin in the past the current most widely accepted explanation is that the moon formed from the debris left over after a giant impact between earth and a mars sized body	D428-13	1.0	train	2.0
1126	1.0	0.6061358035703157	0.0	1.0	how was the moon formed	Q433	the moon is the only celestial body other than earth on which humans have set foot 	D428-14	0.0	train	1.0
1127	2.0	0.6061358035703157	0.0	1.0	how was the moon formed	Q433	the soviet union s luna programme was the first to reach the moon with unmanned spacecraft in 1959 the united states nasa apollo program achieved the only manned missions to date beginning with the first manned lunar orbiting mission by apollo 8 in 1968 and six manned lunar landings between 1969 and 1972 with the first being apollo 11 	D428-15	0.0	train	1.0
1128	0.0	0.0	0.0	1.0	how was the moon formed	Q433	these missions returned over 380 kg of lunar rocks  which have been used to develop a geological understanding of the moons origins the formation of its internal structure  and its subsequent history 	D428-16	0.0	train	0.0
1129	1.0	0.6061358035703157	0.0	1.0	how was the moon formed	Q433	after the apollo 17 mission in 1972 the moon has been visited only by unmanned spacecraft notably by the final soviet lunokhod rover 	D428-17	0.0	train	1.0
1130	0.0	0.0	0.0	0.0	how was the moon formed	Q433	since 2004 japan china india the united states and the european space agency have each sent lunar orbiters	D428-18	0.0	train	0.0
1131	0.0	0.0	0.0	0.0	how was the moon formed	Q433	these spacecraft have contributed to confirming the discovery of lunar water ice in permanently shadowed craters at the poles and bound into the lunar regolith 	D428-19	0.0	train	0.0
1132	1.0	0.6061358035703157	0.0	1.0	how was the moon formed	Q433	future manned missions to the moon have been planned including government as well as privately funded efforts	D428-20	0.0	train	1.0
1133	1.0	0.6061358035703157	0.0	1.0	how was the moon formed	Q433	the moon remains under the outer space treaty  free to all nations to explore for peaceful purposes	D428-21	0.0	train	1.0
1134	0.0	5.5011124273241165	0.0	3.0	what did ronald reagan do as president	Q435	ronald wilson reagan  february 6 1911 – june 5 2004 was the 40th president of the united states 1981–1989	D430-0	0.0	train	3.0
1135	0.0	0.0	0.0	0.0	what did ronald reagan do as president	Q435	prior to that he was the 33rd governor of california 1967–1975 and a radio film and television actor	D430-1	0.0	train	0.0
1136	0.0	0.998528830111127	0.0	1.0	what did ronald reagan do as president	Q435	born in tampico illinois  and raised in dixon  reagan was educated at eureka college  earning a bachelor of arts degree in economics and sociology 	D430-2	0.0	train	1.0
1137	0.0	0.998528830111127	0.0	1.0	what did ronald reagan do as president	Q435	after graduating reagan moved first to iowa to work as a radio broadcaster and then in 1937 to los angeles where he began a career as an actor first in films and later television	D430-3	0.0	train	1.0
1138	0.0	0.0	0.0	0.0	what did ronald reagan do as president	Q435	some of his most notable films include knute rockne all american 1940 kings row 1942 and bedtime for bonzo 1951	D430-4	0.0	train	0.0
1139	1.0	2.5566734481576767	0.0	2.0	what did ronald reagan do as president	Q435	reagan served as president of the screen actors guild and later as a spokesman for general electric ge his start in politics occurred during his work for ge	D430-5	0.0	train	2.0
1140	0.0	0.0	0.0	0.0	what did ronald reagan do as president	Q435	originally a member of the democratic party  his positions began shifting rightward in the 1950s and he switched to the republican party in 1962	D430-6	0.0	train	0.0
1141	0.0	0.0	0.0	0.0	what did ronald reagan do as president	Q435	after delivering a rousing speech in support of barry goldwater s presidential candidacy in 1964 he was persuaded to seek the california governorship winning two years later and again in 1970 	D430-7	0.0	train	0.0
1142	0.0	0.0	0.0	0.0	what did ronald reagan do as president	Q435	he was defeated in his run for the republican presidential nomination in 1968 and in 1976  but won both the nomination and general election in 1980  defeating incumbent jimmy carter 	D430-8	0.0	train	0.0
1143	1.0	2.5566734481576767	1.0	2.0	what did ronald reagan do as president	Q435	as president reagan implemented sweeping new political and economic initiatives	D430-9	0.0	train	2.0
1144	0.0	0.0	0.0	0.0	what did ronald reagan do as president	Q435	his supplyside economic policies dubbed  reaganomics  advocated reducing tax rates to spur economic growth controlling the money supply to reduce inflation deregulation of the economy and reducing government spending	D430-10	0.0	train	0.0
1145	0.0	0.0	0.0	0.0	what did ronald reagan do as president	Q435	in his first term he survived an assassination attempt  took a hard line against labor unions announced a new war on drugs  and ordered an invasion of grenada 	D430-11	0.0	train	0.0
1146	0.0	0.0	0.0	0.0	what did ronald reagan do as president	Q435	he was reelected in a landslide in 1984  proclaiming that it was  morning in america 	D430-12	0.0	train	0.0
1147	0.0	0.0	0.0	0.0	what did ronald reagan do as president	Q435	his second term was primarily marked by foreign matters such as the ending of the cold war  the 1986 bombing of libya  and the revelation of the irancontra affair 	D430-13	0.0	train	0.0
1148	0.0	0.0	0.0	0.0	what did ronald reagan do as president	Q435	publicly describing the soviet union as an  evil empire  he supported anticommunist movements worldwide and spent his first term forgoing the strategy of détente by ordering a massive military buildup in an arms race with the ussr	D430-14	0.0	train	0.0
1149	0.0	0.998528830111127	0.0	1.0	what did ronald reagan do as president	Q435	reagan negotiated with soviet general secretary mikhail gorbachev  culminating in the inf treaty and the decrease of both countries nuclear arsenals	D430-15	0.0	train	1.0
1150	0.0	0.998528830111127	0.0	1.0	what did ronald reagan do as president	Q435	reagan left office in 1989	D430-16	0.0	train	1.0
1151	0.0	1.5581446180465497	0.0	1.0	what did ronald reagan do as president	Q435	in 1994 the former president disclosed that he had been diagnosed with alzheimers disease earlier in the year he died ten years later at the age of 93	D430-17	0.0	train	1.0
1152	0.0	0.0	0.0	1.0	what did ronald reagan do as president	Q435	a conservative icon he ranks highly in public opinion polls of us presidents and is credited for generating an ideological renaissance on the american political right 	D430-18	0.0	train	0.0
1153	1.0	0.8472978603872034	0.0	1.0	how many presidents have been assassinated	Q441	assassination attempts and plots on presidents of the united states have been numerous more than 20 attempts to kill sitting and former presidents as well as the presidentselect  are known	D436-0	0.0	train	1.0
1154	2.0	0.8472978603872034	1.0	1.0	how many presidents have been assassinated	Q441	four sitting presidents have been killed abraham lincoln the 16th president james a garfield the 20th president william mckinley the 25th president and john f kennedy the 35th president	D436-1	1.0	train	1.0
1155	0.0	0.8472978603872034	0.0	1.0	how many presidents have been assassinated	Q441	two presidents were injured in attempted assassinations former president theodore roosevelt the 26th president and president ronald reagan the 40th president	D436-2	0.0	train	1.0
1156	1.0	0.0	0.0	0.0	how many presidents have been assassinated	Q441	although the historian jw clarke has suggested that most american assassinations were politically motivated actions carried out by rational men not all such attacks have been undertaken for political reasons	D436-3	0.0	train	0.0
1157	0.0	0.0	0.0	0.0	how many presidents have been assassinated	Q441	some attackers had questionable mental stability and a few were judged legally insane	D436-4	0.0	train	0.0
1158	0.0	0.0	0.0	1.0	how many presidents have been assassinated	Q441	since the vice president of the united states has for more than a century been elected from the same political party as the president the assassination of the president is unlikely to result in major policy changes	D436-5	0.0	train	0.0
1159	0.0	0.0	0.0	0.0	how many presidents have been assassinated	Q441	this may explain why political groups typically do not make such attacks	D436-6	0.0	train	0.0
1160	0.0	0.2006706954621511	0.0	1.0	what does oklahoma produce	Q443	oklahoma   pawnee  uukuhuúwa cayuga  gahnawiyoˀgeh is a state located in west south central united states 	D438-0	0.0	train	1.0
1161	0.0	0.2006706954621511	0.0	1.0	what does oklahoma produce	Q443	oklahoma is the 20th most extensive and the 28th most populous of the 50 united states 	D438-1	0.0	train	1.0
1162	0.0	0.0	0.0	0.0	what does oklahoma produce	Q443	the states name is derived from the choctaw words okla and humma meaning red people and it is known informally by its nickname the sooner state	D438-2	0.0	train	0.0
1163	0.0	0.2006706954621511	0.0	1.0	what does oklahoma produce	Q443	formed by the combination of oklahoma territory and indian territory on november 16 1907 oklahoma was the 46th state to enter the union	D438-3	0.0	train	1.0
1164	0.0	0.2006706954621511	0.0	1.0	what does oklahoma produce	Q443	its residents are known as oklahomans or informally okies and its capital and largest city is oklahoma city 	D438-4	0.0	train	1.0
1165	0.0	0.2006706954621511	1.0	1.0	what does oklahoma produce	Q443	a major producer of natural gas  oil  and agriculture oklahoma relies on an economic base of aviation energy telecommunications and biotechnology 	D438-5	0.0	train	1.0
1166	0.0	0.0	0.0	0.0	what does oklahoma produce	Q443	it has one of the fastest growing economies in the nation ranking among the top states in per capita income growth and gross domestic product growth	D438-6	0.0	train	0.0
1167	0.0	0.2006706954621511	0.0	1.0	what does oklahoma produce	Q443	oklahoma city and tulsa serve as oklahomas primary economic anchors with nearly two thirds of oklahomans living within their metropolitan statistical areas 	D438-7	0.0	train	1.0
1168	0.0	0.2006706954621511	0.0	1.0	what does oklahoma produce	Q443	with small mountain ranges prairie  mesas  and eastern forests most of oklahoma lies in the great plains and the us interior highlands —a region especially prone to severe weather 	D438-8	0.0	train	1.0
1169	0.0	0.2006706954621511	0.0	1.0	what does oklahoma produce	Q443	in addition to having a prevalence of english  german  scottish  irish and native american ancestry more than 25 native american languages are spoken in oklahoma second only to california	D438-9	0.0	train	1.0
1170	0.0	0.2006706954621511	0.0	1.0	what does oklahoma produce	Q443	oklahoma is located on a confluence of three major american cultural regions and historically served as a route for cattle drives  a destination for southern settlers and a governmentsanctioned territory for native americans	D438-10	0.0	train	1.0
1171	0.0	0.916290731874155	0.0	1.0	how many redwall books are there	Q444	redwall by brian jacques  is a series of childrens fantasy novels	D439-0	0.0	train	1.0
1172	0.0	0.916290731874155	0.0	2.0	how many redwall books are there	Q444	it is the title of the first book of the series published in 1986 as well as the name of the abbey featured in the book and the name of an animated tv series based on three of the novels  redwall  mattimeo  and martin the warrior  which first aired in 1999	D439-1	0.0	train	1.0
1173	1.0	0.916290731874155	0.0	1.0	how many redwall books are there	Q444	the books are primarily aimed at older children but have fans of all ages	D439-2	0.0	train	1.0
1174	0.0	0.916290731874155	1.0	1.0	how many redwall books are there	Q444	there have been twentytwo novels and two picture books published	D439-3	0.0	train	1.0
1175	0.0	0.0	0.0	0.0	how many redwall books are there	Q444	the twentysecond and final novel the rogue crew  was posthumously released on may 3 2011	D439-4	0.0	train	0.0
1176	3.0	5.825221370943368	0.0	3.0	what date did the american civil war start	Q446	the american civil war acw also known as the war between the states or simply the civil war see naming  was a civil war fought from 1861 to 1865 between the united states the union or the north and several southern slave states that declared their secession and formed the confederate states of america the confederacy or the south	D359-0	2.0	train	3.0
1177	0.0	1.2878542883066384	0.0	1.0	what date did the american civil war start	Q446	the war had its origin in the issue of slavery  especially the extension of slavery into the western territories	D359-1	0.0	train	1.0
1178	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	foreign powers did not intervene	D359-2	0.0	train	0.0
1179	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	after four years of bloody combat that left over 600000 soldiers dead and destroyed much of the souths infrastructure the confederacy collapsed slavery was abolished and the difficult reconstruction process of restoring national unity and guaranteeing rights to the freed slaves began	D359-3	0.0	train	0.0
1180	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	in the 1860 presidential election  republicans led by abraham lincoln  opposed expanding slavery into united states territories 	D359-4	0.0	train	0.0
1181	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	lincoln won but before his inauguration on march 4 1861 seven cottonbased slave states formed the confederacy	D359-5	0.0	train	0.0
1182	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	outgoing democratic president james buchanan and the incoming republicans rejected secession as illegal	D359-6	0.0	train	0.0
1183	1.0	3.556537829625003	0.0	2.0	what date did the american civil war start	Q446	lincolns inaugural address declared his administration would not initiate civil war	D359-7	0.0	train	2.0
1184	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	eight remaining slave states continued to reject calls for secession	D359-8	0.0	train	0.0
1185	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	confederate forces seized numerous federal forts within territory claimed by the confederacy	D359-9	0.0	train	0.0
1186	0.0	1.2878542883066384	0.0	1.0	what date did the american civil war start	Q446	a peace conference failed to find a compromise and both sides prepared for war	D359-10	0.0	train	1.0
1187	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	the confederates assumed that european countries were so dependent on  king cotton  that they would intervene none did and none recognized the new confederate states of america	D359-11	0.0	train	0.0
1188	0.0	0.0	1.0	0.0	what date did the american civil war start	Q446	hostilities began on april 12 1861 when confederate forces fired upon fort sumter  a key fort held by union troops in south carolina	D359-12	0.0	train	0.0
1189	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	lincoln called for each state to provide troops to retake the fort consequently four more slave states joined the confederacy bringing their total to eleven	D359-13	0.0	train	0.0
1190	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	the union soon controlled the border states and established a naval blockade that crippled the southern economy	D359-14	0.0	train	0.0
1191	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	the eastern theater was inconclusive in 1861–62	D359-15	0.0	train	0.0
1192	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	the autumn 1862 confederate campaign into maryland a union state ended with confederate retreat at the battle of antietam  dissuading british intervention	D359-16	0.0	train	0.0
1193	0.0	1.2878542883066384	0.0	1.0	what date did the american civil war start	Q446	lincoln issued the emancipation proclamation  which made ending slavery a war goal	D359-17	0.0	train	1.0
1194	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	to the west by summer 1862 the union destroyed the confederate river navy then much of their western armies and the union at vicksburg split the confederacy in two at the mississippi river	D359-18	0.0	train	0.0
1195	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	in 1863 robert e lees confederate incursion north ended at the battle of gettysburg 	D359-19	0.0	train	0.0
1196	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	western successes led to ulysses s grant command of all union armies in 1864	D359-20	0.0	train	0.0
1197	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	in the western theater william t sherman drove east to capture atlanta and marched to the sea  destroying confederate infrastructure along the way	D359-21	0.0	train	0.0
1198	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	the union marshaled the resources and manpower to attack the confederacy from all directions and could afford to fight battles of attrition through the overland campaign towards richmond the confederate capital	D359-22	0.0	train	0.0
1199	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	the defending confederate army failed leading to lees surrender to grant at appomattox court house on april 9 1865	D359-23	0.0	train	0.0
1200	3.0	5.825221370943368	0.0	3.0	what date did the american civil war start	Q446	the american civil war was one of the earliest true industrial wars 	D359-24	2.0	train	3.0
1201	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	railroads the telegraph steamships and massproduced weapons were employed extensively	D359-25	0.0	train	0.0
1202	0.0	1.2878542883066384	0.0	1.0	what date did the american civil war start	Q446	the mobilization of civilian factories mines shipyards banks transportation and food supplies all foreshadowed world war i 	D359-26	0.0	train	1.0
1203	0.0	3.556537829625003	0.0	2.0	what date did the american civil war start	Q446	it remains the deadliest war in american history  resulting in the deaths of an estimated 750000 soldiers and an undetermined number of civilian casualties	D359-27	0.0	train	2.0
1204	0.0	0.0	0.0	0.0	what date did the american civil war start	Q446	historian john huddleston estimates the death toll at ten percent of all northern males 20–45 years old and 30 percent of all southern white males aged 18–40	D359-28	0.0	train	0.0
1205	1.0	3.1986731175506815	1.0	2.0	what does bruce jenner do	Q447	william bruce jenner born october 28 1949 is a former us track and field athlete  motivational speaker  socialite  television personality and businessman 	D441-0	0.0	train	2.0
1206	0.0	0.0	0.0	0.0	what does bruce jenner do	Q447	he won the gold medal for decathlon in the montreal 1976 summer olympics 	D441-1	0.0	train	0.0
1207	0.0	0.0	0.0	0.0	what does bruce jenner do	Q447	following his olympic win and the related recognition he married kris kardashian and his professional career evolved into being a television celebrity	D441-2	0.0	train	0.0
1208	0.0	0.0	0.0	0.0	what does bruce jenner do	Q447	by 1981 he had starred in several madefortv movies and was erik estrada s replacement on the top rated tv series chips 	D441-3	0.0	train	0.0
1209	0.0	0.0	0.0	0.0	what does bruce jenner do	Q447	he has six children burt casey brandon brody  kendall and kylie 	D441-4	0.0	train	0.0
1210	0.0	1.252762968495368	0.0	1.0	what does bruce jenner do	Q447	since his 1991 marriage to kris jenner  he is the stepfather to kourtney  kim  khloe and rob kardashian 	D441-5	0.0	train	1.0
1211	0.0	0.0	0.0	0.0	what does bruce jenner do	Q447	since 2007 he has appeared with his blended family on keeping up with the kardashians 	D441-6	0.0	train	0.0
1212	1.0	0.9808292530117261	1.0	3.0	what area code is 217	Q450	area code 217 is the north american telephone area code for much of western and central illinois 	D444-0	0.0	train	3.0
1213	0.0	0.2876820724517808	1.0	2.0	what area code is 217	Q450	the 217 area includes illinois capital  springfield  plus champaign  urbana  decatur  danville  quincy  and rantoul 	D444-1	0.0	train	2.0
1214	0.0	0.2876820724517808	0.0	3.0	what area code is 217	Q450	217 was one of the original area codes  which were created in 1947	D444-2	0.0	train	2.0
1215	1.0	0.6931471805599453	0.0	2.0	what area code is 217	Q450	the only significant change in 217s boundaries was in 1957 when its northern portion was combined with part of area code 815 to form area code 309 	D444-3	0.0	train	2.0
1216	1.0	3.720516539057119	0.0	3.0	how many consecutive games did ken jennings win	Q464	kenneth wayne ken jennings iii born may 23 1974 is an american game show contestant and author	D457-0	0.0	train	2.0
1217	0.0	0.8873031950009029	0.0	2.0	how many consecutive games did ken jennings win	Q464	jennings is noted for holding the record for the longest winning streak on the us syndicated game show jeopardy	D457-1	0.0	train	1.0
1218	0.0	0.0	0.0	1.0	how many consecutive games did ken jennings win	Q464	and as being the alltime leading money winner on american game shows 	D457-2	0.0	train	0.0
1219	0.0	0.8873031950009029	1.0	1.0	how many consecutive games did ken jennings win	Q464	in 2004 jennings won 74 jeopardy	D457-3	0.0	train	1.0
1220	0.0	2.833213344056216	0.0	1.0	how many consecutive games did ken jennings win	Q464	games before he was defeated by challenger nancy zerg on his 75th appearance	D457-4	0.0	train	1.0
1221	0.0	0.0	0.0	0.0	how many consecutive games did ken jennings win	Q464	his total earnings on jeopardy	D457-5	0.0	train	0.0
1222	0.0	0.0	0.0	1.0	how many consecutive games did ken jennings win	Q464	are 3172700 consisting of 2520700 over his 74 wins a 2000 secondplace prize in his 75th appearance a 500000 secondplace prize in the jeopardy	D457-6	0.0	train	0.0
1223	0.0	0.0	0.0	0.0	how many consecutive games did ken jennings win	Q464	ultimate tournament of champions as well as half of a 300000 prize in the ibm challenge	D457-7	0.0	train	0.0
1224	0.0	0.0	0.0	0.0	how many consecutive games did ken jennings win	Q464	during his first run of jeopardy	D457-8	0.0	train	0.0
1225	0.0	0.8873031950009029	0.0	2.0	how many consecutive games did ken jennings win	Q464	appearances jennings earned the record for the highest american game show winnings	D457-9	0.0	train	1.0
1226	0.0	0.8873031950009029	0.0	1.0	how many consecutive games did ken jennings win	Q464	his total was surpassed by brad rutter  who defeated jennings in the finals of the jeopardy	D457-10	0.0	train	1.0
1227	0.0	0.0	0.0	0.0	how many consecutive games did ken jennings win	Q464	ultimate tournament of champions first aired on may 25 2005 adding 2000000 to rutters existing jeopardy	D457-11	0.0	train	0.0
1228	0.0	0.0	0.0	0.0	how many consecutive games did ken jennings win	Q464	winnings	D457-12	0.0	train	0.0
1229	0.0	0.8873031950009029	0.0	2.0	how many consecutive games did ken jennings win	Q464	jennings regained the record after appearing on several other game shows culminating in an appearance on are you smarter than a 5th grader	D457-13	0.0	train	1.0
1230	0.0	0.0	0.0	0.0	how many consecutive games did ken jennings win	Q464	first aired on october 10 2008 though rutter retains the jeopardy	D457-14	0.0	train	0.0
1231	0.0	0.0	0.0	0.0	how many consecutive games did ken jennings win	Q464	record	D457-15	0.0	train	0.0
1232	0.0	0.8873031950009029	0.0	1.0	how many consecutive games did ken jennings win	Q464	after his success on jeopardy jennings wrote about his experience and explored american trivia history and culture in his book brainiac adventures in the curious competitive compulsive world of trivia buffs published in 2006	D457-16	0.0	train	1.0
1233	0.0	0.916290731874155	1.0	1.0	what county is jennings la	Q468	jennings is a small city in and the parish seat of jefferson davis parish  louisiana  united states  near lake charles 	D461-0	0.0	train	1.0
1234	0.0	0.0	0.0	0.0	what county is jennings la	Q468	the population was 10383 at the 2010 census  a small decline from the 2000 tabulation	D461-1	0.0	train	0.0
1235	0.0	0.0	0.0	0.0	what county is jennings la	Q468	the city is 68 percent white	D461-2	0.0	train	0.0
1236	0.0	0.916290731874155	0.0	1.0	what county is jennings la	Q468	jennings is the principal city of the jennings micropolitan statistical area  which includes all of jefferson davis parish	D461-3	0.0	train	1.0
1237	0.0	0.0	0.0	0.0	what county is jennings la	Q468	it is also part of the larger lake charlesjennings combined statistical area 	D461-4	0.0	train	0.0
1238	0.0	0.3364722366212125	0.0	1.0	how does nanotechnology affect health	Q469	nanotechnology sometimes shortened to nanotech is the manipulation of matter on an atomic and molecular scale	D462-0	0.0	train	1.0
1239	0.0	0.3364722366212125	0.0	1.0	how does nanotechnology affect health	Q469	the earliest widespread description of nanotechnology referred to the particular technological goal of precisely manipulating atoms and molecules for fabrication of macroscale products also now referred to as molecular nanotechnology 	D462-1	0.0	train	1.0
1240	0.0	0.3364722366212125	0.0	1.0	how does nanotechnology affect health	Q469	a more generalized description of nanotechnology was subsequently established by the national nanotechnology initiative  which defines nanotechnology as the manipulation of matter with at least one dimension sized from 1 to 100 nanometers 	D462-2	0.0	train	1.0
1241	0.0	0.0	0.0	0.0	how does nanotechnology affect health	Q469	this definition reflects the fact that quantum mechanical effects are important at this quantumrealm scale and so the definition shifted from a particular technological goal to a research category inclusive of all types of research and technologies that deal with the special properties of matter that occur below the given size threshold	D462-3	0.0	train	0.0
1242	0.0	0.0	0.0	1.0	how does nanotechnology affect health	Q469	it is therefore common to see the plural form nanotechnologies as well as nanoscale technologies to refer to the broad range of research and applications whose common trait is size	D462-4	0.0	train	0.0
1243	0.0	0.3364722366212125	0.0	1.0	how does nanotechnology affect health	Q469	because of the variety of potential applications including industrial and military governments have invested billions of dollars in nanotechnology research	D462-5	0.0	train	1.0
1244	0.0	0.3364722366212125	0.0	1.0	how does nanotechnology affect health	Q469	through its national nanotechnology initiative the usa has invested 37 billion dollars	D462-6	0.0	train	1.0
1245	0.0	0.0	0.0	0.0	how does nanotechnology affect health	Q469	the european union has invested 12 billion and japan 750 million dollars	D462-7	0.0	train	0.0
1246	0.0	0.3364722366212125	0.0	1.0	how does nanotechnology affect health	Q469	nanotechnology as defined by size is naturally very broad including fields of science as diverse as surface science  organic chemistry  molecular biology  semiconductor physics  microfabrication  etc	D462-8	0.0	train	1.0
1247	0.0	0.0	0.0	0.0	how does nanotechnology affect health	Q469	the associated research and applications are equally diverse ranging from extensions of conventional device physics to completely new approaches based upon molecular selfassembly  from developing new materials with dimensions on the nanoscale to direct control of matter on the atomic scale 	D462-9	0.0	train	0.0
1248	0.0	0.3364722366212125	0.0	1.0	how does nanotechnology affect health	Q469	scientists currently debate the future implications of nanotechnology 	D462-10	0.0	train	1.0
1249	0.0	0.3364722366212125	1.0	1.0	how does nanotechnology affect health	Q469	nanotechnology may be able to create many new materials and devices with a vast range of applications  such as in medicine  electronics  biomaterials and energy production	D462-11	0.0	train	1.0
1250	0.0	0.3364722366212125	0.0	1.0	how does nanotechnology affect health	Q469	on the other hand nanotechnology raises many of the same issues as any new technology including concerns about the toxicity and environmental impact of nanomaterials and their potential effects on global economics as well as speculation about various doomsday scenarios 	D462-12	0.0	train	1.0
1251	0.0	0.3364722366212125	0.0	1.0	how does nanotechnology affect health	Q469	these concerns have led to a debate among advocacy groups and governments on whether special regulation of nanotechnology is warranted	D462-13	0.0	train	1.0
1252	2.0	3.2513783360878126	0.0	4.0	how much does united states spend on health care	Q473	health care in the united states is provided by many distinct organizations	D466-0	0.0	train	4.0
1253	1.0	1.4767719460860067	0.0	2.0	how much does united states spend on health care	Q473	health care facilities are largely owned and operated by private sector businesses	D466-1	0.0	train	2.0
1254	0.0	0.4353180712578455	0.0	1.0	how much does united states spend on health care	Q473	health insurance for public sector employees is primarily provided by the government	D466-2	0.0	train	1.0
1255	0.0	0.4353180712578455	0.0	1.0	how much does united states spend on health care	Q473	6065 of healthcare provision and spending comes from programs such as medicare  medicaid  tricare  the childrens health insurance program  and the veterans health administration 	D466-3	0.0	train	1.0
1256	0.0	0.4353180712578455	0.0	1.0	how much does united states spend on health care	Q473	most of the population under 65 is insured by their or a family members employer some buy health insurance on their own and the remainder are uninsured	D466-4	0.0	train	1.0
1257	1.0	2.2099244612596514	0.0	3.0	how much does united states spend on health care	Q473	of 17 highincome countries studied by the national institutes of health in 2013 the united states was at or near the bottom in infant mortality  heart and lung disease sexually transmitted infections adolescent pregnancies injuries homicides and rates of disability	D466-5	0.0	train	3.0
1258	0.0	0.0	0.0	0.0	how much does united states spend on health care	Q473	together such issues place the us at the bottom of the list for life expectancy	D466-6	0.0	train	0.0
1259	0.0	0.0	0.0	0.0	how much does united states spend on health care	Q473	on average a us male can be expected to live almost four fewer years than those in the topranked country	D466-7	0.0	train	0.0
1260	3.0	3.2513783360878126	1.0	4.0	how much does united states spend on health care	Q473	according to the world health organization who the united states spent more on health care per capita 7146 and more on health care as percentage of its gdp 152 than any other nation in 2008	D466-8	1.0	train	4.0
1261	2.0	3.2513783360878126	0.0	4.0	how much does united states spend on health care	Q473	the commonwealth fund ranked the united states last in the quality of health care among similar countries and notes us care costs the most	D466-9	0.0	train	4.0
1262	0.0	0.0	0.0	0.0	how much does united states spend on health care	Q473	the us census bureau reported that 499 million residents 163 of the population were uninsured in 2010 up from 490 million residents 161 of the population in 2009	D466-10	0.0	train	0.0
1263	2.0	3.2513783360878126	0.0	4.0	how much does united states spend on health care	Q473	a 2004 institute of medicine iom report said the united states is among the few industrialized nations in the world that does not guarantee access to health care for its population	D466-11	0.0	train	4.0
1264	1.0	1.7746063900018059	0.0	2.0	how much does united states spend on health care	Q473	a 2004 oecd report said with the exception of mexico turkey and the united states all oecd countries had achieved universal or nearuniversal at least 984 insured coverage of their populations by 1990	D466-12	0.0	train	2.0
1265	1.0	2.2099244612596514	0.0	3.0	how much does united states spend on health care	Q473	a 2010 report observed that lack of health insurance causes roughly 48000 unnecessary deaths every year in the united states	D466-13	0.0	train	3.0
1266	0.0	0.0	0.0	0.0	how much does united states spend on health care	Q473	in 2007 621 of filers for bankruptcies claimed high medical expenses	D466-14	0.0	train	0.0
1267	0.0	0.0	0.0	0.0	how much does united states spend on health care	Q473	a 2013 study found that about 25 of all senior citizens declare bankruptcy due to medical expenses and 43 are forced to mortgage or sell their primary residence	D466-15	0.0	train	0.0
1268	0.0	1.4767719460860067	0.0	2.0	how much does united states spend on health care	Q473	on march 23 2010 the patient protection and affordable care act ppaca became law providing for major changes in health insurance	D466-16	0.0	train	2.0
1269	0.0	0.15415067982725827	0.0	1.0	what does it take to start a lodge in freemason	Q476	a masonic lodge often termed a private lodge or constituent lodge is the basic organisational unit of freemasonry 	D469-0	0.0	train	1.0
1270	0.0	0.15415067982725827	1.0	1.0	what does it take to start a lodge in freemason	Q476	every new lodge must be warranted or chartered by a grand lodge but is subject to its direction only in enforcing the published constitution of the jurisdiction	D469-1	0.0	train	1.0
1271	1.0	0.15415067982725827	0.0	1.0	what does it take to start a lodge in freemason	Q476	by exception the three surviving lodges that formed the worlds first known grand lodge in london today called the united grand lodge of england  have the unique privilege to operate as time immemorial ie without such warrant only one other lodge operates without a warrant  this is the grand stewards lodge in london although it is not also entitled to the time immemorial title	D469-2	0.0	train	1.0
1272	1.0	2.1000608288825715	0.0	2.0	what does it take to start a lodge in freemason	Q476	a freemason is generally entitled to visit any lodge in any jurisdiction ie under any grand lodge in amity with his own	D469-3	0.0	train	2.0
1273	0.0	0.0	0.0	1.0	what does it take to start a lodge in freemason	Q476	in some jurisdictions this privilege is restricted to master masons that is freemasons who have attained the orders third degree	D469-4	0.0	train	0.0
